query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
770.2394988,HMDB0143625,"6-(1-{[(1-{3-[(E)-2-(7-chloro-8-hydroxyquinolin-2-yl)ethenyl]phenyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl)sulfanyl]methyl}cyclopropanecarbonyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C40H42ClNO10S,763.2217954,M+Li,+,770.237795,2
770.2394988,HMDB0143624,"6-({2-[(E)-2-[3-(1-{[(1-carboxycyclopropyl)methyl]sulfanyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl)phenyl]ethenyl]-7-chloroquinolin-8-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C40H42ClNO10S,763.2217954,M+Li,+,770.237795,2
770.2394988,HMDB0143622,"6-(1-{[(1-{3-[(E)-2-(7-chloro-6-hydroxyquinolin-2-yl)ethenyl]phenyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl)sulfanyl]methyl}cyclopropanecarbonyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C40H42ClNO10S,763.2217954,M+Li,+,770.237795,2
770.2394988,HMDB0143621,"6-({2-[(E)-2-[3-(1-{[(1-carboxycyclopropyl)methyl]sulfanyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl)phenyl]ethenyl]-7-chloroquinolin-6-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C40H42ClNO10S,763.2217954,M+Li,+,770.237795,2
770.2394988,HMDB0150359,"[3-hydroxy-16,17-dimethoxy-15-({3,4,5-trihydroxy-6-[(3,4,5-trihydroxybenzoyloxy)methyl]oxan-2-yl}oxy)tricyclo[12.3.1.1²,⁶]nonadeca-1(17),2,4,6(19),14(18),15-hexaen-9-yl]oxidanesulfonic acid",,C34H40O17S,752.198621002,M+NH4,+,770.232444,9
770.2394988,HMDB0150358,"[4-({[6-({11,17-dihydroxy-3,4-dimethoxytricyclo[12.3.1.1²,⁶]nonadeca-1(17),2,4,6(19),14(18),15-hexaen-5-yl}oxy)-3,4,5-trihydroxyoxan-2-yl]methoxy}carbonyl)-2,6-dihydroxyphenyl]oxidanesulfonic acid",,C34H40O17S,752.198621002,M+NH4,+,770.232444,9
465.18667080000006,HMDB0041045,Valechlorin,,C22H31ClO8,458.170745675,M+Li,+,465.18674599999997,0
190.06271740000003,HMDB0031868,Monomethyl phenylphosphonate,,C7H9O3P,172.02893066599998,M+NH4,+,190.062754,0
190.06271740000003,HMDB0014404,Sulfanilamide,C07458,C6H8N2O2S,172.03064819999997,M+NH4,+,190.064471,9
476.21025549999996,HMDB0182785,"6-({3,8-dihydroxy-9-methyl-6-methylidene-2-oxo-dodecahydroazuleno[4,5-b]furan-3-yl}methoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0182787,"3,4,5-trihydroxy-6-{[3-hydroxy-3-(hydroxymethyl)-9-methyl-6-methylidene-2-oxo-dodecahydroazuleno[4,5-b]furan-8-yl]oxy}oxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0176755,"6-({10',11'-dihydroxy-1',5'-dimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0²,⁷]dodecan]-5'-en-2'-yl}methoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0176754,"3,4,5-trihydroxy-6-[2'-(hydroxymethyl)-1',5'-dimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0²,⁷]dodecan]-5'-en-11'-oloxy]oxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0176756,"3,4,5-trihydroxy-6-[2'-(hydroxymethyl)-1',5'-dimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0²,⁷]dodecan]-5'-en-10'-oloxy]oxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0182121,"6-({6,9-dihydroxy-3,6,9-trimethyl-2-oxo-2H,3H,3aH,4H,5H,6H,7H,8H,9H,9bH-azuleno[4,5-b]furan-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0182122,"6-({6,7-dihydroxy-3,6,9-trimethyl-2-oxo-2H,3H,3aH,4H,5H,6H,7H,8H,9H,9bH-azuleno[4,5-b]furan-9-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0182123,"6-({7,9-dihydroxy-3,6,9-trimethyl-2-oxo-2H,3H,3aH,4H,5H,6H,7H,8H,9H,9bH-azuleno[4,5-b]furan-6-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0182786,"3,4,5-trihydroxy-6-{[8-hydroxy-3-(hydroxymethyl)-9-methyl-6-methylidene-2-oxo-dodecahydroazuleno[4,5-b]furan-3-yl]oxy}oxane-2-carboxylic acid",,C21H30O11,458.178811786,M+NH4,+,476.212635,5
476.21025549999996,HMDB0039852,Deoxynivalenol 3-glucoside,,C21H30O11,458.178811802,M+NH4,+,476.212635,5
476.21025549999996,HMDB0029909,Gein,C17058,C21H30O11,458.178811802,M+NH4,+,476.212635,5
476.21025549999996,HMDB0037108,3-Hydroxychavicol 1-[rhamnosyl-(1->6)-glucoside],,C21H30O11,458.178811802,M+NH4,+,476.212635,5
476.21025549999996,HMDB0037603,Eugenol O-[a-L-Arabinofuranosyl-(1->6)-b-D-glucopyranoside],,C21H30O11,458.178811802,M+NH4,+,476.212635,5
741.6895925,HMDB0056116,DG(24:0/0:0/20:1n9),,C47H90O5,734.678825998,M+Li,+,741.6948259999999,7
741.6895925,HMDB0056095,DG(22:0/0:0/22:1n9),,C47H90O5,734.678825998,M+Li,+,741.6948259999999,7
741.6895925,HMDB0056072,DG(20:0/0:0/24:1n9),,C47H90O5,734.678825998,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007832,DG(24:1(15Z)/20:0/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007804,DG(24:0/20:1(11Z)/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007637,DG(22:1(13Z)/22:0/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007609,DG(22:0/22:1(13Z)/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007412,DG(20:1(11Z)/24:0/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
741.6895925,HMDB0007384,DG(20:0/24:1(15Z)/0:0),,C47H90O5,734.67882599,M+Li,+,741.6948259999999,7
248.159707,HMDB0028876,Hydroxyprolyl-Valine,,C10H18N2O4,230.126657074,M+NH4,+,248.16047999999998,3
248.159707,HMDB0029128,Valylhydroxyproline,,C10H18N2O4,230.126657068,M+NH4,+,248.16047999999998,3
248.159707,HMDB0240320,AC-LYS(AC)-OH,,C10H18N2O4,230.126657074,M+NH4,+,248.16047999999998,3
305.07598889999997,HMDB0060834,N-Acetylserotonin sulfate,,C12H14N2O5S,298.062342258,M+Li,+,305.078342,8
371.1960274,HMDB0060595,Olsalazine-O-sulfate,,C21H23NO4,353.16270822900003,M+NH4,+,371.196531,1
207.99469430000002,HMDB0060447,"Bromobenzene-3,4-dihydrodiol",C14844,C6H7BrO2,189.962942115,M+NH4,+,207.99676499999998,10
207.99469430000002,HMDB0060445,"Bromobenzene-2,3-dihydrodiol",C14842,C6H7BrO2,189.962942115,M+NH4,+,207.99676499999998,10
548.0849092999999,HMDB0141411,"6-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-chloro-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1,8a-dihydrochromen-1-ium-8a-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141420,"2-{5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-2,3,4-trihydroxyphenyl}-1-chloro-3,5,7-trihydroxy-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141419,"2-{4-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-2,3,5-trihydroxyphenyl}-1-chloro-3,5,7-trihydroxy-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141421,"5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-chloro-3,7-dihydroxy-2-(2,3,4,5-tetrahydroxyphenyl)-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141417,"2-{2-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-3,4,5-trihydroxyphenyl}-1-chloro-3,5,7-trihydroxy-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141418,"2-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-2,4,5-trihydroxyphenyl}-1-chloro-3,5,7-trihydroxy-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141415,"7-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-chloro-3,5,6-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1,8a-dihydrochromen-1-ium-8a-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141413,"2-{4-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-3,5-dihydroxyphenyl}-1-chloro-3,5,6,7-tetrahydroxy-1,8a-dihydrochromen-1-ium-8a-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141412,"2-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-4,5-dihydroxyphenyl}-1-chloro-3,5,6,7-tetrahydroxy-1,8a-dihydrochromen-1-ium-8a-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141414,"5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-chloro-3,6,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1,8a-dihydrochromen-1-ium-8a-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
548.0849092999999,HMDB0141422,"7-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-chloro-3,5-dihydroxy-2-(2,3,4,5-tetrahydroxyphenyl)-1,5-dihydrochromen-1-ium-5-ide",,C21H19ClO14,530.046333,M+NH4,+,548.080156,9
119.0810725,HMDB0165479,"2,3-dihydroxy-2-methylpropanenitrile",,C4H7NO2,101.04767846899999,M+NH4,+,119.081501,4
119.0810725,HMDB0036458,1-Aminocyclopropanecarboxylic acid,C01234,C4H7NO2,101.04767847299999,M+NH4,+,119.081501,4
119.0810725,HMDB0029615,(S)-2-Azetidinecarboxylic acid,,C4H7NO2,101.04767847299999,M+NH4,+,119.081501,4
119.0810725,HMDB0029387,L-3-Aminodihydro-2(3H)-furanone,C02926,C4H7NO2,101.04767847299999,M+NH4,+,119.081501,4
155.0923411,HMDB0015086,Isoniazid,C07054,C6H7N3O,137.058911861,M+NH4,+,155.092735,3
125.01882520000001,HMDB0062504,nitrosoperoxycarbonic acid,,CHNO5,106.985472136,M+NH4,+,125.019295,4
653.0916227999999,HMDB0173320,"2-[(2Z)-4-{6-[(5Z)-5-[carboxy(phenyl)methylidene]-4-hydroxy-2-oxo-2,5-dihydrofuran-3-yl]-11-hydroxy-3-oxo-2-oxatricyclo[6.3.1.0⁴,¹²]dodeca-1(11),4,6,8(12),9-pentaen-9-yl}-3-hydroxy-5-oxo-2,5-dihydrofuran-2-ylidene]-2-phenylacetic acid",,C35H18O13,646.07474064,M+Li,+,653.090741,1
653.0916227999999,HMDB0173343,"2-[(2Z)-4-{6-[(5Z)-5-[carboxy(phenyl)methylidene]-4-hydroxy-2-oxo-2,5-dihydrofuran-3-yl]-11-hydroxy-3-oxo-2-oxatricyclo[6.3.1.0⁴,¹²]dodeca-1(11),4,6,8(12),9-pentaen-9-yl}-3,5-dioxooxolan-2-ylidene]-2-phenylacetic acid",,C35H18O13,646.07474064,M+Li,+,653.090741,1
653.0916227999999,HMDB0173360,"2-[(2Z)-4-{6-[(5Z)-5-[carboxy(phenyl)methylidene]-2,4-dioxooxolan-3-yl]-11-hydroxy-3-oxo-2-oxatricyclo[6.3.1.0⁴,¹²]dodeca-1(11),4,6,8(12),9-pentaen-9-yl}-3-hydroxy-5-oxo-2,5-dihydrofuran-2-ylidene]-2-phenylacetic acid",,C35H18O13,646.07474064,M+Li,+,653.090741,1
653.0916227999999,HMDB0173516,"2-[(2Z)-4-{6-[(5Z)-5-[carboxy(phenyl)methylidene]-2,4-dioxooxolan-3-yl]-11-hydroxy-3-oxo-2-oxatricyclo[6.3.1.0⁴,¹²]dodeca-1(11),4,6,8(12),9-pentaen-9-yl}-3,5-dioxooxolan-2-ylidene]-2-phenylacetic acid",,C35H18O13,646.07474064,M+Li,+,653.090741,1
264.0818378,HMDB0240316,sn-glycero-3-phospho-(1'-sn-glycerol),,C6H15O8P,246.05045444099997,M+NH4,+,264.084277,9
239.07952819999997,HMDB0034291,Sampangine,,C15H8N2O,232.06366288799998,M+Li,+,239.07966299999998,1
168.0649423,HMDB0001587,Phenylglyoxylic acid,C02137,C8H6O3,150.031694058,M+NH4,+,168.065517,3
168.0649423,HMDB0031515,"(E)-8-Hydroxy-2-octene-4,6-diynoic acid",,C8H6O3,150.031694058,M+NH4,+,168.065517,3
168.0649423,HMDB0032598,4-Hydroxyphthalide,,C8H6O3,150.031694058,M+NH4,+,168.065517,3
168.0649423,HMDB0032612,"3,4-Methylenedioxybenzaldehyde",C10812,C8H6O3,150.031694058,M+NH4,+,168.065517,3
168.0649423,HMDB0040528,"1,4-Benzodioxin-2(3H)-one",,C8H6O3,150.031694058,M+NH4,+,168.065517,3
168.0649423,HMDB0240311,"quinoline-2,8-diol",C06342,C9H7NO2,161.047678469,M+Li,+,168.063678,8
168.0649423,HMDB0002285,2-Indolecarboxylic acid,,C9H7NO2,161.047678473,M+Li,+,168.063678,8
168.0649423,HMDB0003320,Indole-3-carboxylic acid,C19837,C9H7NO2,161.047678473,M+Li,+,168.063678,8
168.0649423,HMDB0004077,"4,6-Dihydroxyquinoline",C05639,C9H7NO2,161.047678473,M+Li,+,168.063678,8
168.0649423,HMDB0031172,3-Formyl-6-hydroxyindole,,C9H7NO2,161.047678473,M+Li,+,168.063678,8
168.0649423,HMDB0060289,"Quinoline-4,8-diol",C05637,C9H7NO2,161.047678473,M+Li,+,168.063678,8
410.2375755,HMDB0158302,"3,4,5-trihydroxy-6-[(3-hydroxydodecanoyl)oxy]oxane-2-carboxylic acid",,C18H32O9,392.20463261,M+NH4,+,410.238456,2
410.2375755,HMDB0158301,"6-[(1-carboxyundecan-2-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C18H32O9,392.20463261,M+NH4,+,410.238456,2
410.2375755,HMDB0177117,"4-[(2-acetyl-7-hydroxy-6-methoxy-2-methyl-1,2,3,4-tetrahydro-2λ⁵-isoquinolin-1-yl)methyl]-4-hydroxy-2-methoxycyclohexan-1-one",,C21H30NO6,392.20731269,M+NH4,+,410.241136,9
410.2375755,HMDB0015462,Paramethasone,C07413,C22H29FO5,392.19990224300005,M+NH4,+,410.233725,9
410.2375755,HMDB0015364,Dexamethasone,C15643,C22H29FO5,392.19990224300005,M+NH4,+,410.233725,9
410.2375755,HMDB0014586,Betamethasone,C06848,C22H29FO5,392.19990224300005,M+NH4,+,410.233725,9
124.0157747,HMDB0060457,cis-3-Chloroacrylic acid,C06615,C3H3ClO2,105.982157047,M+NH4,+,124.01598,2
124.0157747,HMDB0060515,trans-3-Chloroacrylic acid,C06614,C3H3ClO2,105.982157047,M+NH4,+,124.01598,2
412.1384621,HMDB0059759,1-Hydroxypyrene glucuronide,,C22H18O7,394.10525293,M+NH4,+,412.139076,1
412.1384621,HMDB0186388,"{1-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-1-oxo-3-(2-sulfanyl-1H-imidazol-5-yl)propan-2-yl}trimethylazanium",,C15H24N3O8S,406.127862339,M+Li,+,412.13658599999997,5
412.1384621,HMDB0181569,"6-[(2-{[cyano(phenyl)methyl]-C-hydroxycarbonimidoyl}acetyl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C17H18N2O9,394.10123016800003,M+NH4,+,412.13505299999997,8
412.1384621,HMDB0181570,"6-[carboxy({[cyano(phenyl)methyl]-C-hydroxycarbonimidoyl})methyl]-3,4,5-trihydroxyoxane-2-carboxylic acid",,C17H18N2O9,394.10123016800003,M+NH4,+,412.13505299999997,8
412.1384621,HMDB0146106,{[6-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146105,{[5-hydroxy-7-(4-hydroxyphenyl)-3-oxo-1-phenylheptan-2-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146110,{[4-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146109,{[3-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-4-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146108,"[4-(3,4-dihydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146113,{4-[3-hydroxy-7-(2-hydroxyphenyl)-5-oxoheptyl]phenyl}oxidanesulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146114,{[7-(2-hydroxyphenyl)-1-(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0169536,{[(2Z)-6-methyl-2-{2-[(2-oxo-2H-chromen-7-yl)oxy]ethylidene}hept-5-en-1-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0169538,"{[(2E)-3,7-dimethyl-1-[(2-oxo-2H-chromen-7-yl)oxy]octa-2,6-dien-4-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0169540,"{[(6E)-2,6-dimethyl-8-[(2-oxo-2H-chromen-7-yl)oxy]octa-2,6-dien-4-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0169542,"{[(2E,6E)-2,6-dimethyl-8-[(2-oxo-2H-chromen-7-yl)oxy]octa-2,6-dien-1-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0169544,"{[(6E)-2,6-dimethyl-8-[(2-oxo-2H-chromen-7-yl)oxy]octa-2,6-dien-1-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0171381,"[2-hydroxy-5-(7-hydroxy-6-methoxy-2,3-dimethyl-1,2,3,4-tetrahydronaphthalen-1-yl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0171385,"[4-(6,7-dihydroxy-2,3-dimethyl-1,2,3,4-tetrahydronaphthalen-1-yl)-2-methoxyphenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146104,"[4-(3,6-dihydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146102,"{[1-(3,4-dihydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146101,[2-hydroxy-5-(3-hydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0131035,({4-[7-hydroxy-3-(2-methylbut-3-en-2-yl)-2-oxo-2H-chromen-6-yl]-2-methylbut-2-en-1-yl}oxy)sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0131041,({2-[7-hydroxy-6-(3-methylbut-2-en-1-yl)-2-oxo-2H-chromen-3-yl]-2-methylbut-3-en-1-yl}oxy)sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146079,"[4-(2,3-dihydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146083,"[4-(3,7-dihydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146080,{[3-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-2-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146081,{[2-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146085,{[7-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146084,{[5-hydroxy-7-(4-hydroxyphenyl)-3-oxo-1-phenylheptyl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146087,"[4-(1,3-dihydroxy-5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146088,{[3-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptyl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146089,{[1-hydroxy-1-(4-hydroxyphenyl)-5-oxo-7-phenylheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146093,{[7-(3-hydroxyphenyl)-1-(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146092,{3-[5-hydroxy-7-(4-hydroxyphenyl)-3-oxoheptyl]phenyl}oxidanesulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146097,{4-[3-hydroxy-7-(4-hydroxyphenyl)-5-oxoheptyl]phenyl}oxidanesulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146096,{4-[5-hydroxy-7-(4-hydroxyphenyl)-3-oxoheptyl]phenyl}oxidanesulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0146098,"{[1,7-bis(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy}sulfonic acid",,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
412.1384621,HMDB0131033,{[(2E)-4-[7-hydroxy-3-(2-methylbut-3-en-2-yl)-2-oxo-2H-chromen-6-yl]-2-methylbut-2-en-1-yl]oxy}sulfonic acid,,C19H22O7S,394.10862422199995,M+NH4,+,412.142447,10
239.0796577,HMDB0034291,Sampangine,,C15H8N2O,232.06366288799998,M+Li,+,239.07966299999998,0
168.0655803,HMDB0001587,Phenylglyoxylic acid,C02137,C8H6O3,150.031694058,M+NH4,+,168.065517,0
168.0655803,HMDB0040528,"1,4-Benzodioxin-2(3H)-one",,C8H6O3,150.031694058,M+NH4,+,168.065517,0
168.0655803,HMDB0032612,"3,4-Methylenedioxybenzaldehyde",C10812,C8H6O3,150.031694058,M+NH4,+,168.065517,0
168.0655803,HMDB0032598,4-Hydroxyphthalide,,C8H6O3,150.031694058,M+NH4,+,168.065517,0
168.0655803,HMDB0031515,"(E)-8-Hydroxy-2-octene-4,6-diynoic acid",,C8H6O3,150.031694058,M+NH4,+,168.065517,0
168.0655803,HMDB0034323,S-Allylcysteine,C16759,C6H11NO2S,161.051049291,M+Li,+,168.067049,9
168.0655803,HMDB0029440,trans-S-(1-Propenyl)-L-cysteine,,C6H11NO2S,161.051049291,M+Li,+,168.067049,9
442.14867310000005,HMDB0128946,"1-hydroxy-2-{9-hydroxy-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate",,C23H20O8,424.11581760400003,M+NH4,+,442.14964100000003,2
442.14867310000005,HMDB0128948,"2-{9-hydroxy-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl (2E)-3-(2,4-dihydroxyphenyl)prop-2-enoate",,C23H20O8,424.11581760400003,M+NH4,+,442.14964100000003,2
442.14867310000005,HMDB0128945,"2-{9-hydroxy-2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",,C23H20O8,424.11581760400003,M+NH4,+,442.14964100000003,2
442.14867310000005,HMDB0179390,(2Z)-5-({2-[(4-amino-4-carboxy-1-hydroxybutylidene)amino]-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl}sulfanyl)-4-hydroxyhex-2-enoic acid,,C16H25N3O9S,435.131150571,M+Li,+,442.14715099999995,3
442.14867310000005,HMDB0179386,2-({2-[(4-amino-4-carboxy-1-hydroxybutylidene)amino]-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl}sulfanyl)-3-hydroxyhex-4-enoic acid,,C16H25N3O9S,435.131150571,M+Li,+,442.14715099999995,3
442.14867310000005,HMDB0179389,(2Z)-4-({2-[(4-amino-4-carboxy-1-hydroxybutylidene)amino]-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl}sulfanyl)-5-hydroxyhex-2-enoic acid,,C16H25N3O9S,435.131150571,M+Li,+,442.14715099999995,3
442.14867310000005,HMDB0179387,3-({2-[(4-amino-4-carboxy-1-hydroxybutylidene)amino]-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl}sulfanyl)-2-hydroxyhex-4-enoic acid,,C16H25N3O9S,435.131150571,M+Li,+,442.14715099999995,3
