"m/z","C","C","C","C","C","AVG","DM1","DM1","DM1","DM1","DM1","AVG","DM1+I","DM1+I","DM1+I","DM1+I","DM1+I","AVG"
"637.1266165","2020.612028","2244.223408","1252.7969","3270.321531","6179.566793","2993.504132","3512.453236","1312.937098","1230.838108","2644.459373","2714.908535","2283.11927","3770.272559","2602.152287","3740.811154","2743.692109","3129.492202","3197.2840622"
"393.0160862","4129.774418","6649.389844","2676.644245","5258.066292","8125.465599","5367.8680796","4824.113053","2595.150949","2288.640902","3899.691874","3412.044564","3403.9282684","6064.35993","4827.096656","6003.118205","6744.271736","4980.128528","5723.795011"
"296.0692161","2529.799613","4230.646195","2176.714996","3181.075092","4495.668548","3322.7808888","3308.409327","2658.613036","2238.647477","2765.299224","2724.330437","2739.0599002000004","4068.361253","3341.427006","3968.242744","3652.21616","3288.357154","3663.7208634000003"
"759.1534735","1153.296912","941.1955666","732.626634","4403.886706","5519.456624","2550.09248852","3978.56275","1515.342713","2028.710398","4491.760045","4631.839581","3329.2430974000004","3571.546919","3294.490006","3444.730669","1885.222533","3989.622627","3237.1225508"
"591.1402485","77877.20615","183919.8216","69663.1933","129121.2378","246066.0139","141329.49455","150756.398","84337.0132","65152.14411","110796.5282","110031.1283","104214.64236199998","168220.4524","130843.9374","166788.5575","135405.1302","146730.2621","149597.66792"
"521.0672494","5638.781799","7771.025285","3451.223112","7367.281381","10923.53159","7030.368633399999","8052.194006","5599.670893","5020.597723","6910.33489","7173.473834","6551.2542692","8410.230661","6995.958868","8349.823238","6844.40025","7088.334319","7537.7494672"
"431.1405473","32779.62346","34122.7405","26845.12023","65241.56667","66393.08647","45076.427466","56649.35163","28635.24601","64098.50035","92765.51394","74565.33567","63342.78951999999","33371.78565","75980.3715","35828.9913","31596.10137","75527.21903","50460.89376999999"
"499.1153576","8168.847838","11164.48951","8727.020315","8531.133719","12540.78325","9826.4549264","17119.98925","13371.91001","12646.5415","13127.02613","14009.92639","14055.078655999998","8991.962258","9124.768561","9065.723681","12958.6935","5993.874233","9227.0044466"
"304.0574964","7549.361858","12727.91171","5812.59098","9617.762042","15858.48601","10313.22252","9654.702007","5912.820764","5010.027518","7602.030298","7044.6248","7044.8410773999985","11583.1704","9485.12828","11367.44805","10346.82411","9523.961824","10461.3065328"
"495.0642923","2815.470827","4460.319878","1667.550084","4539.853713","4467.987553","3590.2364110000003","3688.851686","3061.997655","3463.04394","4467.367551","4324.847091","3801.2215846","4148.459268","4839.599488","3970.480085","3635.523306","4721.680405","4263.148510399999"
"352.5434691","2105.811096","5507.127089","6691.161754","6391.667157","4555.892302","5050.3318796","3530.478962","3629.772242","3196.249549","2615.957119","2704.899121","3135.4713986","3128.568694","3520.069552","2999.730138","2932.404386","5232.505959","3562.6557458"
"369.0351395","25142.78054","38363.95805","18383.25377","29236.5332","50358.91082","32297.087276","29678.8721","18609.42698","14442.73073","21713.01563","21412.48573","21171.306233999996","34743.04261","26519.56909","34013.67652","30045.96511","27829.91947","30630.43456"
"313.5638156","1613.963786","2789.911008","1208.787226","2212.922393","3820.935084","2329.3038994","2032.170202","1068.170356","887.1722083","1563.836019","1513.008311","1412.87141926","2619.643357","2039.871207","2655.538525","2269.96412","2204.104582","2357.8243582"
"481.1502717","2445.516639","115.9613767","2519.168441","1029.279013","1364.70896","1494.9268859400001","2744.542239","1962.236534","1745.465456","1866.129434","1879.619877","2039.598708","2350.162415","1239.257854","2192.365615","1687.293684","1379.579205","1769.7317546"
"220.118928","164521.7105","117158.9703","152168.5685","88749.4303","96722.3016","123864.19624","153008.4272","140427.648","118057.6802","123289.713","123899.2713","131736.54794000002","166314.3991","84638.53249","156723.491","140877.8611","87570.17007","127224.89075199999"
"150.5514361","707.5035246","547.1258573","605.4275465","390.5040634","438.2775214","537.7677026399999","645.2260513","623.4160309","511.6776048","551.0699791","539.3669289","574.151319","775.1643828","468.8170183","712.4106334","584.7432018","383.7855172","584.9841506999999"
"150.050054","4981.357344","4354.150889","4664.743762","3000.59004","3180.464829","4036.2613728000006","4796.388197","4434.316714","3989.4323","4249.358694","4063.852329","4306.6696468","5484.840423","3366.726451","5002.564825","4226.659398","3086.031039","4233.3644272"
"272.113045","5048.745544","4414.20863","4875.018813","4424.7093","4484.437352","4649.4239278000005","13471.32704","8928.903071","8557.199476","9722.317141","10025.23123","10140.9955916","4514.494979","4197.489802","4672.781152","4147.147273","4374.358654","4381.254371999999"
"138.5419127","3192.898185","3515.66841","3475.413478","2460.532774","2805.097744","3089.9221182","3773.352156","3810.646297","3341.685862","3481.365085","3409.753449","3563.3605698","4700.707814","2864.351634","4567.699159","3363.203491","2752.899333","3649.7722862"
"191.0408212","7263.891305","14986.93605","9937.655934","8256.639313","8755.624322","9840.149384800001","14567.08529","13272.78321","14065.39724","14421.58815","13594.92613","13984.356004000001","15146.57762","12530.11679","14283.70904","4030.562594","12528.35279","11703.863766800001"
"381.0844152","42520.49189","63103.69937","47941.95282","38280.01365","43500.13756","47069.259058","63077.02191","50377.30484","50699.34333","59480.8514","64199.64131","57566.832557999995","84313.34389","57604.09573","76763.58408","17592.96049","61898.18767","59634.434372"
"763.1338922","5120.169801","4296.505168","5246.027424","4187.830643","4555.490989","4681.204804999999","5340.405953","4575.05667","4414.438684","5709.556659","6324.885567","5272.8687066","7879.343552","4981.915472","7387.837361","298.9691611","5835.721237","5276.757356619999"
"397.0513119","39339.4112","56615.37526","46808.26534","39372.33488","41521.3878","44731.354896000004","51525.16657","49938.82208","48047.57781","53489.58479","53952.89365","51390.808979999994","62808.57631","50298.39716","60215.91502","16292.20654","53059.60175","48534.939355999995"
"1119.224962","5199.225752","1935.808903","4290.37356","3202.894273","3645.087989","3654.6780954","4099.214794","2850.88541","2769.106645","4395.314178","5778.030218","3978.510249","7803.411313","3295.309746","7298.201298","258.8165108","4915.507195","4714.249212559999"
"132.0811843","10040.09665","9247.23256","10235.58637","8077.376297","8165.604826","9153.179340600002","8803.409149","9699.251018","7517.974105","6746.571914","7137.216295","7980.8844962","7591.98132","7670.072198","7273.530946","6442.657865","7383.887357","7272.4259372"
"170.0606169","21420.16707","17579.53836","21679.05553","16646.35961","16741.31794","18813.287702","18149.41852","20056.22105","15703.26914","13897.78595","14759.94506","16513.327944","15498.09155","15012.3565","14630.73826","12809.3423","14811.31822","14552.369365999999"
"130.065243","6871.524082","5815.348283","6125.672617","5482.790467","5312.799548","5921.6269993999995","4969.89807","5416.118556","4299.305926","4022.041185","4010.156056","4543.5039586","4653.061","4724.983122","4421.795795","4218.697503","4452.526442","4494.2127724"
"513.0954459","8259.692969","3630.642058","4659.796574","3237.408475","5642.625632","5086.0331416","6309.504071","5241.441127","4423.276779","4641.483167","5729.762755","5269.0935798","5559.428942","7635.349901","6398.025335","5937.292694","3127.463527","5731.5120798"
"186.1059302","1075.58127","644.6420075","920.4146993","902.9075691","930.738982","894.8569055799999","5414.929789","6378.727141","3824.340337","2873.091126","3899.610884","4478.139855400001","1135.131468","790.6601846","1433.379649","1210.895806","799.1681105","1073.84704362"
"691.1292335","2257.948124","918.651048","2507.627573","2422.660006","3676.044855","2356.5863212","1080.11044","693.96064","639.1305742","1450.471472","1024.779311","977.6904874400001","1983.994036","2721.020501","2102.297691","1131.048864","2022.525076","1992.1772336000001"
"587.1503969","5770.747605","2399.83039","6278.731535","5101.277262","5571.653735","5024.4481054","2845.315428","4844.681311","2798.595696","4078.692863","5388.461224","3991.1493044000003","5499.121913","4252.452416","5650.066196","1512.878155","4621.288745","4307.161485"
"444.1398133","6547.644748","3231.085416","6218.002432","5093.213721","5642.809983","5346.55126","6292.326675","4539.582233","4677.820698","5331.569986","5321.764768","5232.612872000001","4961.013983","4735.13765","5482.13282","5828.637353","5067.860275","5214.9564162"
"238.598633","2305.042263","3074.490098","3947.403842","3585.920836","2041.597553","2990.8909183999995","993.6630003","1457.988169","1004.582819","795.202642","937.1108255","1037.7094911600002","1957.046165","2678.236398","1665.975184","1676.893406","2262.201419","2048.0705144"
"585.1601953","4572.062617","1428.258987","5927.89651","4338.299519","4112.809317","4075.86539","4585.345533","4600.515774","3963.092674","4126.804013","4756.342275","4406.4200538","4466.733056","3390.862803","4496.247864","3503.980243","3879.859536","3947.5367004"
"248.0923361","11597.60336","13162.35882","14723.58084","10037.83948","9195.733586","11743.423217200001","14746.1444","12519.48684","13553.75228","13324.38037","14160.91669","13660.936116","9923.162289","13068.38151","10205.65391","9230.930781","12659.02746","11017.43119"
"286.1278591","8341.693204199999","6671.9138702","7380.406159200001","6276.1557272","6184.0982632","6970.853444799999","8396.8912872","7617.5874972","8042.7973772","7333.4577482","7513.435297200001","7780.8338414","6208.7994452","6555.420411200001","6262.9240832","7246.771288200001","6228.546021200001","6500.4922498"
"390.5157863","2635.957936","5915.914789","2646.469515","3228.024272","3273.257822","3539.924866800001","3502.030214","3817.308182","3780.359667","3436.6838","3543.873713","3616.0511152","3779.163899","4552.681189","3720.012864","2800.11625","4494.686926","3869.3322256"
"430.133873","17293.12195","7216.464434","11928.47664","13052.45575","13237.20566","12545.5448868","11857.34961","8765.816031","9131.103626","11156.70917","10477.13134","10277.6219554","11025.01095","9187.404112","11413.34204","10038.34217","9187.504638","10170.320781999999"
"371.5410667","6668.317347","11106.45084","5961.054481","7483.013538","7624.325262","7768.6322936","9135.18984","9090.797958","8444.422948","7969.065974","8940.250187","8715.945381399999","8690.340527","9585.235718","8619.653187","4871.335287","10244.78088","8402.2691198"
"284.1040792","45429.58828","39011.73515","48986.32109","35414.20321","41339.81337","42036.332220000004","32592.89312","22330.37743","20918.39161","31134.24308","28213.09947","27037.800942","61356.35178","50762.40036","55120.30287","66876.12292","32964.25687","53415.886959999996"
"333.0929777","20464.51633","18352.65605","21623.28135","15189.89923","17245.90528","18575.251647999998","15185.44532","10868.51955","10223.57697","13883.69353","12901.13238","12612.47355","25057.86056","20815.70358","22380.57075","26981.05179","13226.13159","21692.263654000002"
"364.0559489","11447.14713","12961.35949","9800.015425","11595.95417","12272.56919","11615.409081000002","12625.58637","11989.04129","12096.40862","12158.33115","12643.25832","12302.52515","11358.88991","11648.5308","11550.40362","7775.041991","11866.65349","10839.903962199998"
"363.5548648","18191.55462","36846.94786","19373.02205","24916.36987","26345.62649","25134.704177999996","30773.6608","31359.60559","29348.63252","29174.27907","31675.72198","30466.379992000002","26702.8979","30863.73455","27177.8881","14028.44847","30678.07503","25890.20881"
"761.1284905","5156.513685","3994.490615","4755.438601","3750.369389","4103.385107","4352.0394794","5273.077529","3978.481887","3897.713793","4886.401422","5866.833402","4780.5016066","7677.175956","4173.898245","7226.094707","389.9443788","5266.33303","4946.68926336"
"443.0555353","5495.440967","8515.329086","6195.525732","5345.996258","5626.232434","6235.7048954","6223.350769","8045.441661","6760.443091","7415.194111","7768.918925","7242.6697114","8524.010564","7274.405343","7923.350044","2460.742793","7156.407617","6667.7832722"
"261.1285535","78231.72116","86189.66878","81128.51886","64595.99576","69201.62061","75869.505034","100738.4592","97424.04052","88264.46451","95532.88096","105345.8229","97461.13361799999","119062.1642","77149.83096","112373.3506","29065.27097","88019.17258","85133.95786200001"
"256.094703","5011.627482","","2022.326301999999","1429.054752","2868.819942","2266.3656956","","","","","","1","","","","","","1"
"189.0462842","5744.933175","","872.8989300000001","1528.604834","2092.512898","2047.7899674","","","","","","1","","","","","","1"
"278.5953825","2120.706218","1239.395028","3490.034259","2483.549334","3067.170607","2480.1710892","1464.964451","1203.279764","1236.094716","1604.048709","1804.027439","1462.4830158","3454.272005","1701.696919","3380.676762","2095.183055","2792.777624","2684.921273"
"177.9576203","2527.693094","5403.539056","1999.559483","2368.458421","2684.954404","2996.8408916","2051.897056","2270.285581","2110.133626","2396.934659","2669.795743","2299.809333","3831.070761","3769.743866","3470.986625","1401.21568","3425.254654","3179.6543171999997"
"1099.25469","5107.626217","1654.790112","4132.135374","2862.223624","3408.680956","3433.0912565999997","4067.624248","2675.001175","2666.191977","4467.130191","5958.882832","3966.9660845999997","8323.329853","3044.899472","7511.521456","143.2344041","4455.494696","4695.69597622"
"785.1340666","3553.436148","2967.29375","3714.675075","3214.903773","3477.391915","3385.5401322000007","3343.526713","3184.990593","3262.621787","4384.414952","4955.15396","3826.1416010000003","6354.134027","3940.210129","6267.12636","979.5342353","4748.15232","4457.831414260001"
"739.1701255","13810.18234","9780.195768","12458.78984","8729.811683","10232.20524","11002.236974199997","16631.00387","10298.82432","11015.0286","15590.73628","18762.13515","14459.545643999998","27000.17789","12085.48787","24139.22716","1455.975987","15570.63285","16050.300351399997"
"232.0141667","6648.1757","12078.33866","4885.607229","7698.456195","10040.35313","8270.1861828","6901.968072","5109.875374","4504.950045","5885.216345","5481.437617","5576.6894906","7669.225442","7448.473479","7453.565448","7402.254446","7243.233793","7443.3505216"
"438.1063079","7508.835463","11039.58339","5298.79114","9454.915081","17208.88286","10102.201586799998","9753.606769","5254.167229","4274.041839","7224.806493","6991.07055","6699.538576000001","12368.57131","8844.140197","11904.81815","10556.39011","9690.396008","10672.863155"
"360.6871587","2791.622585","1669.144305","2471.51234","2200.404141","2636.532695","2353.8432132","1934.689973","1706.17524","1780.645621","2087.104903","2100.649834","1921.8531142","3044.396002","2042.184797","3357.246579","3742.216115","1931.523203","2823.5133392000002"
"607.1108085","7984.954606","13378.42096","6534.495308","14063.85745","25434.21026","13479.187716799997","14169.47032","6467.793687","5459.024318","11065.28729","10866.60716","9605.636555000001","16725.49954","12620.8684","16795.56723","13021.11103","14282.35015","14689.079269999998"
"221.0141742","4952.034605","6782.490413","3363.104904","5149.270717","5512.433632","5151.8668542","4046.476862","3087.462091","3177.42514","4037.356743","3475.377038","3564.8195748","4544.4894","5135.544808","4468.513448","4431.393739","4630.06982","4642.002243000001"
"331.0875878","6781.652963","12493.30959","5447.992531","8118.255521","11490.50093","8866.342307","7981.76768","6464.936707","5592.571698","6957.935912","6649.992573","6729.440914000001","9315.082181","8653.258604","9165.633719","9077.516321","8165.812756","8875.4607162"
"296.5701327","429.4447119","626.850332","324.7485027","559.1828999","912.6987425","570.5850378000001","525.9612184","225.565153","214.0236582","393.240183","379.4648047","347.65100345999997","672.4278163","517.7665003","625.444228","552.0285985","527.9890099","579.1312306"
"709.1055232","3031.810516","4266.817482","2204.997676","4697.740771","7562.684251","4352.8101392","4383.824834","1998.99492","1738.942079","3368.812699","3186.109515","2935.3368094","5685.754808","4055.20778","5314.027612","4639.683925","4373.730352","4813.6808954"
"136.0621984","4287.069368","4302.201916","3800.870733","3779.863361","3030.023666999999","3840.0058089999998","5237.686825000001","6312.437065","6104.794485","4393.490846000001","5361.380975","5481.958039200001","4272.678513999999","4795.740365","3853.142343","3719.421557","3474.847388","4023.1660334"
"681.1196007","1529.7078","1399.236861","904.5449346","2951.642387","6085.509613","2574.12831912","2718.969482","827.6959748","706.3679498","2044.368699","2140.913199","1687.6630609200001","3549.025907","2024.253102","3481.42922","2048.446839","2653.676101","2751.3662338000004"
"477.0474312","4169.31753","4311.661266","3745.757644","3761.338439","3452.565811","3888.128138","3746.655422","4751.842246","4275.089661","3870.931887","3959.751507","4120.8541446","4118.834129","4776.856304","3950.455817","3961.222695","3739.156281","4109.3050452"
"808.141452","27959.59891","16196.03268","32023.70434","28120.12861","24315.80373","25723.053654","35934.01306","40166.15271","33221.31037","33225.93037","38802.47092","36269.975485999996","30469.75313","28121.09575","29417.29964","23378.99677","24214.03888","27120.236834"
"431.533726","8332.428297","8778.285427","8133.021742","8453.597686","7106.532707","8160.7731718","7145.025973","7524.185142","7116.129329","6987.466973","7077.512414","7170.0639662","8256.786997","9154.306496","7569.556625","8813.865377","7910.729337","8341.0489664"
"840.0840601","10046.7318","5531.837728","8729.428334","8044.228031","7122.125533","7894.870285200001","9643.95037","10466.30138","9404.46989","8104.71184","9214.285532","9366.743802400002","9639.149726","9307.541762","9195.925244","8090.245059","8066.082241","8859.7888064"
"242.0947289","30526.565479","8389.511999","8313.883659","11633.695939","15222.196569","14817.170729","4870.115156","5920.229858000001","6285.357503","5951.314159","5807.417062","5766.8867476","10584.348389","8004.650452000001","9035.066379","9533.166689","6361.349176000001","8703.716217000001"
"836.1024886","3286.970391","1432.235219","3102.460555","2932.236396","2545.70004","2659.9205202000003","3413.634103","3983.092616","3502.418115","3193.494634","3671.064845","3552.7408626000006","3481.985921","3498.606875","3516.261181","2894.092799","2940.278707","3266.2450965999997"
"689.054857","10753.16388","10264.1833","10830.33205","10619.32735","9596.148371","10412.630990200001","10471.6829","12544.67081","11050.643","10632.96441","11217.26773","11183.44577","11461.58647","12589.6278","10842.44693","10718.88461","10315.75156","11185.659474"
"622.8225586","","","","","","1","","","","","","1","","","","","","1"
"493.0199976","7090.517981","5265.817818","6074.507869","5689.845956","5159.783242","5856.094573200001","6373.053232","7010.755628","6355.756869","5447.281809","6003.490629","6238.0676334","7139.872892","6984.756063","6978.387751","6555.905038","6396.703928","6811.1251344"
"441.1153949","61217.00743","57252.25101","63054.84539","61025.49522","55367.14184","59583.348178","74834.29513","83016.31997","69452.04385","64725.05898","69844.05537","72374.35466000001","59311.01219","62908.75153","55527.0215","52088.78846","50165.26342","56000.16742"
"209.0738713","103916.47845","35057.70498","78169.20714","73658.18791000001","99916.94175","78143.704046","27369.42967","43386.6892","37079.1606","59101.96037","34545.2791","40296.503787999995","61565.32126","25505.32623","58766.71462","61121.86781","17959.80079","44983.806142"
"127.0120385","","","","","","1","","","","","","1","","","","","","1"
"439.5204899","9275.249425","10414.52742","8439.371354","8833.416728","7602.015528","8912.916091000001","8083.952353","8728.206429","8516.888837","7845.3507","7904.296391","8215.738942","9493.061509","11184.92308","9060.106005","9837.149309","8896.445763","9694.3371332"
"248.0342307","1735.529598","1701.195819","2112.511692","2011.470038","2085.074598","1929.156349","935.6643779999999","1530.239253","661.4558280000001","1464.525212","1351.871953","1188.7513248","1819.825795","1621.311939","1738.697211","1567.70502","1613.423244","1672.1926417999998"
"321.1114819","","","","","","1","","","","","","1","","","","","","1"
"432.0336242","3419.861002","3547.514701","2977.507622","3350.333986","2885.421818","3236.1278257999998","3210.771736","4031.506426","3500.155981","3235.97024","3591.241673","3513.9292112000003","3617.771929","4246.134913","3607.083975","3905.847937","3700.1945","3815.4066508000005"
"421.0500182","10310.70701","8874.464998","9210.477426","9089.487592","8124.190048","9121.8654148","10153.26001","11693.89089","10511.1711","9288.369496","10429.4392","10415.2261392","10841.40654","11873.26865","10398.85156","9433.882256","9456.953169","10400.872435000001"
"420.5473407","19348.70716","16715.60285","17249.21027","16926.96234","14797.49871","17007.596266","18841.73352","19705.23371","17971.24016","16884.64016","18148.63319","18310.296148","19414.11867","20226.92555","18542.80084","18879.19581","17889.4287","18990.493914"
"416.0629053","7404.659487999999","5572.368358","4704.142483","5189.344899","5116.23121","5597.3492876","6477.539728","9177.362417999999","8129.775357999999","6164.267647999999","7712.514827999999","7532.291996","7379.493798","7792.750567999999","6945.276848","6047.525647999999","5861.364576","6805.282287599999"
"415.5592702","21621.62073","19100.96388","19964.93636","19782.20866","17234.61419","19540.868764000003","19779.19429","20622.59647","18677.35366","18655.54294","19267.21098","19400.379668","19838.57823","21090.95159","18397.21642","18029.86717","17655.97497","19002.517675999996"
"412.5605205","62235.89269","68774.60594","60870.23987","62657.61342","56172.69107","62142.208598","62110.0361","71217.54552","62391.79599","62176.45146","64225.34906","64424.235626","66400.27326","75449.35044","63056.2127","64509.9297","61711.08856","66225.370932"
"405.569197","24584.65131","26451.71067","24796.43639","25233.27372","22583.35738","24729.885894","25447.97659","28355.70447","24976.91579","24987.35842","25742.79317","25902.149688","25716.48513","28798.39288","24477.88949","24563.36993","23447.91306","25400.810097999998"
"547.0850745","3672.675792","984.3194728","2855.965623","2846.320461","3298.090884","2731.47444656","1511.808568","2167.476971","2199.821753","2828.87368","2133.575536","2168.3113016","2525.269802","884.9091621","2634.591906","2032.891417","869.4976133","1789.4319800799997"
"533.1108242","1680.562773","70.64740958","2264.715167","1740.399942","1856.376578","1522.5403739160001","3172.781414","2271.315879","2569.208464","2539.240624","1785.235551","2467.5563864","1584.015448","283.4472917","1645.32364","838.0473361","557.8093256","981.7286082800001"
"163.029978","4153.876687","260.3318911","1604.575392","2516.962158","1872.927606","2081.7347468199996","184.5511301","111.3069627","93.65948375","374.2304981","176.542758","188.05816653000002","1305.503992","416.0135789","1239.070821","1120.352895","415.1761456","899.2234865"
"157.0890451","15576.713267","27028.388387","29765.439107","23854.025737","22412.771377","23727.467575","47167.934367","39851.603537","42278.780797","33596.772367","26797.648557","37938.547925000006","24068.585747","23860.671677","23352.124537","23277.556967","22640.162847","23439.820354999996"
"575.1154565","2318.492253","5938.425306","6150.654175","4883.172068","4581.122743","4774.373309","15500.57594","11268.23675","13533.23001","8921.851866","6700.03497","11184.785907200001","5624.572326","6435.413924","5618.686178","4842.065787","6209.508496","5746.0493422"
"128.063263","100728.1437324","146467.2760324","187084.1434324","146509.4379324","140393.6854324","144236.5373124","285412.0031324","239155.3463324","247932.2953324","205388.0513324","164844.6410324","228546.46743240004","145572.2828324","133659.0415324","142463.2043324","136036.0613324","128784.8628324","137303.0905724"
"181.060286","81816.15281999999","133597.85752","115028.57412","106396.03692","104693.51502","108306.42727999999","166769.19482","148540.94072","151497.85232","126883.70972","100874.92622","138913.32476000002","103961.44362","99813.82682000002","100632.80562","108507.07872","86557.20801999999","99894.47256"
"165.0465721","25749.76213","44442.57186","46014.51416999999","39139.16291","37872.01029","38643.604272000004","63745.50602","59344.16046","57258.19469999999","48656.75758999999","39052.97244","53611.518242","37549.78275","33974.3224","36400.0748","36862.33781","30506.59605","35058.622762"
"167.0440266","17719.161846","28744.221166","29599.203506","25350.383656","24275.113316","25137.616698","41266.468946","37355.972646","38417.358556","32566.036016","25475.445736","35016.25638","24495.244816","22670.836846","23522.925786","24217.417486","20196.717996","23020.628585999995"
"163.0318653","102898.846578","169118.539378","196256.296578","158515.301578","150896.744978","155537.14581800002","303714.856578","256917.753578","270031.760278","220042.004078","175278.714178","245197.01773800002","159465.525178","151580.537878","155628.643478","153040.980678","144926.543078","152928.446058"
"152.027309","35970.07989999998","144826.0582","230688.4529","135322.2361","116729.1922","132707.20386","484506.2504","362233.3559","399134.1544","282602.5143","183223.56","342339.967","136504.8934","117513.9403","127929.3182","114543.3549","108854.4923","121069.19982000001"
"154.077425","68516.141661","100301.189491","129331.916091","100326.584291","95531.790881","98801.524483","208068.834291","167756.265791","180347.669691","145269.647991","114037.629491","163096.009451","99616.685291","90855.584651","97324.20167099999","92371.926241","87658.300361","93565.339643"
"132.5499062","2690.23015839","2823.07628339","1978.40580139","1958.03176639","2090.13485839","2307.97577359","2522.30146339","3055.70356039","3051.52810939","2897.56262939","2522.12751639","2809.84465579","2378.74877739","2461.02514239","2111.26006339","2547.63983739","2619.91204639","2423.7171733900004"
"561.1416751","3011.666962","5239.960469","11894.2343","7219.966095","6640.330799","6801.231725","27012.33176","20755.47579","25523.54","17061.57242","11325.73836","20335.731666","8478.650247","7995.955345","8661.124752","6769.792428","8992.554112","8179.6153768"
"545.1644987","3389.108856","3740.79963","8092.609411","5282.447961","5707.020536","5242.397278800001","15512.85672","11913.1574","13613.86572","10277.52425","7252.181617","11713.917141400001","6049.642827","5326.03258","6409.201519","5030.958584","5753.494603","5713.866022599999"
"191.0476243","55839.168145","86174.087755","101567.007495","81319.19825500001","78479.826805","80675.85769100001","156576.474595","132360.121195","141963.552995","114793.770395","90407.28938500001","127220.24171300002","82586.451595","78212.664875","80147.67483500001","79127.783685","74200.24493500001","78854.96398500001"
"143.0850785","30742.46147","44911.4991","49795.05294","41501.82749","39984.74062","41387.116323999995","72405.54699","61906.0392","65025.10012","54260.06994","43780.66656","59475.484562000005","41235.19491","39260.9317","40176.5174","40223.65795","36994.8369","39578.227772"
"169.0525282","2391.051651","2772.669794","2356.347756","2014.667849","1981.413974","2303.2302047999997","1884.492869","2281.59524","2616.362824","2944.21341","1815.901739","2308.5132164","1726.286092","3349.527481","2894.235006","2889.732217","2464.527336","2664.8616264"
"143.007843","","2128.226549999999","4476.915150000001","1963.398359999999","1780.717299999998","2069.8514719999994","8778.502539999998","7488.735499999999","7972.700860000001","5496.40468","2122.83095","6371.834905999999","1479.358399999999","166.0705399999988","1289.768389999999","959.2150499999989","","778.8824759999991"
"174.0559792","167.4022851","38.48002198","167.4570253","71.43702312","80.9258194","105.14043497999998","395.8056189","784.0321652","414.5371927","265.7558759","372.8107739","446.5883253200001","75.43390355","55.92381254","90.79238684","169505.3182","76.78562936","33960.850786458"
"251.0938695","619.6916167","824.3778733","565.8726404","549.0475501","437.9165497","599.3812460400001","847.7062365","887.260147","733.8853356","644.0746261","805.5213059","783.68953022","610.186011","617.1685059","653.8648083","226021.2514","566.1143345","45693.71701194"
"454.6880135","3281.762402","1974.570409","3939.328438","3078.98549","3114.439183","3077.8171844","5815.044037","5221.791837","4566.415464","4084.192778","4882.872412","4914.0633056","3289.141957","3260.648331","3336.220738","3240.18268","3146.229609","3254.484663"
"166.5678389","","","","","","1","","","","","","1","","","","","","1"
"118.548193","","","","","","1","","","","","","1","","","","","","1"
"422.1046798","42461.22866","51639.41899","33763.33847","41689.93602","46576.88558","43226.161544","28183.35424","22924.61499","32814.93271","40014.19918","36984.87994","32184.396212000003","50866.20285","57508.83166","49793.04957","60531.80851","53866.60906","54513.30033"
"665.1083144","15213.06545","26135.63632","13041.86565","15188.62744","15128.36338","16941.511648","11539.93463","11293.04641","12061.14793","12628.79385","11527.61159","11810.106882","14830.95343","19406.58461","13764.46307","18067.23073","16475.31998","16508.910364"
"251.5811645","2834.622745","2063.782699","2106.870715","2244.45664","2956.118923","2441.1703444","1110.080716","570.2196464","827.2658367","1139.140128","934.6246428","916.26619398","2458.423097","2268.806931","2572.978796","2685.327098","2312.278404","2459.5628652"
"356.5833748","2041.198662","2794.44401","1762.852569","2353.795439","2534.420569","2297.3422498","1370.712228","1120.759076","1750.887786","2238.987981","2123.211927","1720.9117996","2926.641421","3444.584867","2830.591063","3389.865169","3076.587289","3133.6539618"
"538.5333303","36.14903651","3.919560025","115.4389727","150.3486985","31.06337328","67.38392820300001","6290.92523","20019.06616","8709.5928","210.7797239","8064.769096","8659.02660198","","","","","","1"
"565.6054055","6654.977269","7746.800133","18340.1144","14556.863","14400.88082","12339.9271244","10020.11292","8217.240446","7771.818573","6084.452897","9860.635952","8390.8521576","11739.1623","10204.9106","12358.1188","15444.18335","11505.7539","12250.42579"
"269.6083361","8177.940877","8524.329005","6273.478968","6042.314277","8639.854262","7531.583477800001","4765.841815","4147.075439","3593.218261","5442.3781","4956.80036","4581.062795","5697.533488","6242.36551","6411.999568","5036.181774","4583.622234","5594.3405148"
"685.179924","25131.18145","22452.65278","19801.41337","23435.72336","27056.72044","23575.53828","13523.0576","10427.31073","12032.23428","14433.20407","12703.30196","12623.821728","22352.57265","29775.85423","21252.08317","26118.64012","22867.28705","24473.287443999998"
"353.0409968","36540.0487","63668.12785","29380.51053","37018.99792","40207.69529","41363.076058","28099.77914","23871.5902","30671.41912","34751.30194","30355.54495","29549.927069999998","41312.42107","52715.49221","40194.51825","50964.77587","45676.71875","46172.78523"
"889.1996588","9122.169956","12857.54069","7430.444141","9342.119332","9909.42421","9732.3396658","6423.802538","5411.557445","7427.475503","8911.37371","8135.920248","7262.0258888","10932.92289","12468.6472","10714.83008","12375.27355","11737.48315","11645.831374"
"1609.986631","4935.646431","1118.33118","4115.734392","7171.702765","9430.649222","5354.412798","1846.246102","516.1253451","4969.217803","11513.81836","11220.14348","6013.1102180200005","16387.89586","12526.4149","19416.73851","16170.70954","15891.26072","16078.603906"
